alias,symbol
RP1-56L9.7-001,GCASPC
RP1-59D14.5,SGSM2-AS1
RP1-5O6.5,TMEM184B-AS1
RP1-65P5.1,THEM7P
RP1-68D18.4,CD44-AS1
RP1-90G24.10,SLC5A4-AS1
RP1-90J4.1,LINC02156
RP1-90L14.1,LINC01611
RP1-93H18.5,CALHM6
RP1-93H18.6,CALHM6-AS1
RP10,IMPDH1
RP100,TBC1D32
RP105,CD180
RP11,LINC02598
RP11,PRPF31
RP11-101C11.1,MIR4422HG
RP11-108K3.1,MIR4713HG
RP11-108M12.3,LINC03059
RP11-1094M14.11,SNHG30
RP11-10A14.5,PPP1R3B-DT
RP11-1100L3.8,NR4A1AS
RP11-1101K5.1,LINC02237
RP11-1149O23.2,TNFRSF10A-AS1
RP11-115N4.1,LINC02932
RP11-11C5.2,MZT1
RP11-121A23.1,IGSF21
RP11-124O11.2,LINC01264
RP11-126L15.4,SLC12A9-AS1
RP11-127F21,FSD2
RP11-127L21.1,LINC02578
RP11-137J7.2,NMBR-AS1
RP11-138J23.1,NIHCOLE
RP11-139H14.4,LRRC63
RP11-13B9.3,KRT8P11
RP11-13G14,SART3
RP11-145E5.4,CDKN2B-AS1
RP11-156E8.1,EFCAB2-AS1
RP11-157D18.1,RIMKLA
RP11-157N3.1,LINC01307
RP11-159F24.1,NNT-AS1
RP11-159K7.2,LINC02200
RP11-162G10.5,ZNF248-AS1
RP11-162L10.1,VIM2P
RP11-169D4.1-001,LINC01537
RP11-169F17.1,LINC02864
RP11-169K16.4,SLC25A34-AS1
RP11-178C10.1,UBAC2
RP11-181G12.2,PRKCZ-AS1
RP11-189E14.4,LINC02179
RP11-190D6.2,WWOX-AS1
RP11-197K6.1,PYDC2-AS1
RP11-19E11.1,LINC01956
RP11-19J3.3,CENPP
RP11-1A16.1,LINC00871
RP11-1C1.7,ROPN1L
RP11-206L10.11,LINC01128
RP11-209E8,LINC02490
RP11-20G13.3,LINC02244
RP11-20J15.2,LINC03089
RP11-21,SPON1-AS1
RP11-215N21.1,LINC01435
RP11-219E7.1,LINC03058
RP11-230G5.2,MSRB3-AS1
RP11-231D20.2,IKBKB-DT
RP11-248E9.5,LINC02258
RP11-251J8.1,CCDC169
RP11-252C15.1,LINC03019
RP11-257K9.7,KHDC1L
RP11-265F14.2,CELA2B
RP11-267A15.1,LINC01411
RP11-275I14.4,ACBD3-AS1
RP11-276H19.1,GAS1RR
RP11-279C4.1,ITGAL-AS1
RP11-284F21.9,BCAN-AS1
RP11-284N8.3,KCNA3
RP11-284P20.2,PES1P2
RP11-286H15.1,MYO7B-AS1
RP11-288L9.1,LINC02574
RP11-290L1.3,PHLDA1-AS1
RP11-295G20.2,CYDAER
RP11-296A18.3,LINC01562
RP11-296E3.2,SNX7-DT
RP11-297P16.3,TACR3-AS1
RP11-298D21.1,CEDORA
RP11-301G19.1,ERVH-3
RP11-301L8.2,SORBS2-AS1
RP11-307C12.11,DCST1-AS1
RP11-308B5.5,PABIR2
RP11-308N19.1,LINC01505
RP11-311P8.3,UPRT
RP11-312O7.1,FAM72A
RP11-319G6.1,COPB2-DT
RP11-321G1.1,TBC1D8B
RP11-325F22.5.1,KMT2E-AS1
RP11-325I22.2,LINC01511
RP11-326A19.4,CARMAL
RP11-327J17.1,LINC02157
RP11-332J15.1,LINC02236
RP11-334E6.12,THY1-AS1
RP11-344H11.3,KDF1
RP11-346A9.1,ADAMTS19-AS1
RP11-34D15.2,SCD-DT
RP11-350G8.5,IL6R-AS1
RP11-354A14.1,LINC02235
RP11-354K1.1,NTRAS
RP11-356I2.2,LINC02539
RP11-357H14.17,LINC03057
RP11-359E19.2,LINC02866
RP11-35F15.2,CXorf66
RP11-35G9.3,ATP8B1-AS1
RP11-363D14,ARID5A
RP11-366L20.2,HMGA2-AS1
RP11-367G18.1,LINC02541
RP11-385J1.2,KCNMB2-AS1
RP11-386G11.10,TUBA1B-AS1
RP11-387H17.6,PSMD3-AS1
RP11-38M8.1,LINC03060
RP11-392P7.6,GPRC5D-AS1
RP11-394O4.4,GRPEL2-AS1
RP11-396F22.1,CPNE8-AS1
RP11-397D12.4,LINC01627
RP11-400K9.4,LINC02984
RP11-400N13.2,LINC02474
RP11-400N13.3,LINC01705
RP11-403E24.2,AMER1
RP11-413M3.2,DNLZ
RP11-417E7.1,LINC01615
RP11-424G14.1,KDNBY
RP11-439A17.6,FAM72B
RP11-442H21.2,DDIT4-AS1
RP11-445H22.4,KCNK15-AS1
RP11-445P17.8,LINC02561
RP11-44F21.5,LINC02562
RP11-450P7.3,KLHL34
RP11-452F19.2,FAM177B
RP11-456D7.1,SKAP1-AS1
RP11-45J16.2,FMO9P
RP11-462C24.1,RPL34-DT
RP11-462G12.2,TRIDDENT
RP11-462G22.1,LINC01262
RP11-465L10.10,SLC12A5-AS1
RP11-46A10.4,KIAA1614-AS1
RP11-46C20.1,PURPL
RP11-46F15.3,TPRG1L
RP11-472G21.2,LINC03139
RP11-473L15.2,FGF10-AS1
RP11-479E16.1,FAAH2
RP11-480I12.5,TUBA5P
RP11-485F13.1,LINC03077
RP11-48C7.2,PNPLA7
RP11-490M8.1,CRIM1-DT
RP11-498C9.13,PYCR1-AS1
RP11-499E18.1,NFKB1-AS1
RP11-4O1.2,LINC02977
RP11-506B15.1,SZT2
RP11-510J16.5,HSD17B2-AS1
RP11-517C16.2,ATP2C2-AS1
RP11-517C16.2-001,ATP2C2-AS1
RP11-519G16.3,SLC30A4-AS1
RP11-519K18.1,ZMIZ1
RP11-523H24.3,PSPC1-AS2
RP11-527N12.1,LINC00376
RP11-527N22.2,LINC01605
RP11-529I10.4,DPCD
RP11-532F12.5,SPINT1-AS1
RP11-534G20.3,SVIL-AS1
RP11-540D14.5,SLC50A1
RP11-543N12.1,CDH13-AS1
RP11-54A9.1,LNCOG
RP11-54H19.7,SMG5
RP11-54H7.4,LINC00370
RP11-54O7.8,PERM1
RP11-552D4.1,LINC01736
RP11-567G11.1,LINC02041
RP11-569A11.1,SYT2-AS1
RP11-56N19.2,C1orf167
RP11-573D15.8,HRG-AS1
RP11-573I11.2,PRKG1-AS1
RP11-585P4.5,GLIPR1-AS1
RP11-59J16.2,LINC01472
RP11-610P16.1,FHIP1A-DT
RP11-616M22.2,LNCPTCTS
RP11-616M22.7,UBE2I-AS1
RP11-626G11.3,ITPRIPL2-AS1
RP11-627G18.1,GATA6-AS2
RP11-629G13.1,NCAM1-AS2
RP11-62F24.2,BNC2-AS1
RP11-62I21.1,KIF26B-AS1
RP11-638I2.4,YY1-DT
RP11-64J4.6-001,OR3A5P
RP11-653A5.1,ERICH3
RP11-65J3.1,LINC01503
RP11-65M17.3,LINC02763
RP11-660L16.2,DHCR7-DT
RP11-667K14.3,DPH1-AS1
RP11-669N7.2,TMEM132D-AS1
RP11-677M14.2,NRGN-AS1
RP11-68I18.5,LYSMD1
RP11-697M17.1,LINC02886
RP11-6C14.1,LINC02233
RP11-701H16.4,LDLRAD4-AS2
RP11-702B10.1,LINC02098
RP11-703I16.1,LINC02979
RP11-705O24.1,LINC02842
RP11-707A18.1,LINC02232
RP11-72L13.1,LINC00210
RP11-731F5.2,COPDA1
RP11-734K2.4,POC1B-AS1
RP11-752G15.6,SNHG21
RP11-766N7.4,LINC02231
RP11-773H22.4,CEP192-DT
RP11-789C1.1,LINC01612
RP11-79H23.3,LINC02605
RP11-818O24.3,CRK-AS1
RP11-81H3.2,LINC02882
RP11-82K18.3,KYAT3
RP11-838N2.4,GAPLINC
RP11-84E24.3,LINC01152
RP11-85L21.2,SMIM10L2B
RP11-874J12.4,DLGAP1-AS6
RP11-88G17,GPR107
RP11-89,LINC01833
RP11-89-K21.1,LINC01833
RP11-890B15.2,LINC02551
RP11-893F2.9,TMEM92-AS1
RP11-909B2.1,LINC01538
RP11-909N17.2,MAFA-AS1
RP11-909N17.3,MAFA-AS1
RP11-944L7.4,ZKSCAN7-AS1
RP11-95H11,MDH1B
RP11-983P16.4,TNS2-AS1
RP11-98D18.9,TDRKH-AS1
RP1130-1,LINC02055
RP12,CRB1
RP13,PRPF8
RP13-11B7.1,CFAP47
RP13-15M17.2,TMEM201
RP13-360B22.2,TMEM164
RP13-531C17.2,C1orf174
RP13-650J16.1,DCXR-DT
RP13-890H12.2,HEXIM2-AS2
RP14,TULP1
RP15,RPGR
RP17,CA4
RP18,PRPF3
RP19,ABCA4
RP2,NUDT19
RP2,WHR1B
RP20,RPE65
RP23,OFD1
RP25,EYS
RP26,CERKL
RP27,NRL
RP28,FAM161A
RP3,DYNLT3
RP3,MAPRE3
RP3,RPGR
RP3-326I13.1,PINCR
RP3-337H4.8,POLH-AS1
RP3-340B19.3,LINC03135
RP3-395M20.1,PLCH2
RP3-410C9.1,MIR663AHG
RP3-439F8.1,LINC02925
RP3-473B4.1,PABIR3
RP3-475N16.1,LINC02976
RP3-512B11.3,DSP-AS1
RP3-525N10.2,ADGRB3-DT
RP30,FSCN2
RP31,TOPORS
RP32,CLCC1
RP33,SNRNP200
RP35,SEMA4A
RP36,PRCD
RP37,NR2E3
RP38,MERTK
RP39,USH2A
RP4,RHO
RP4-534K7.1,EFCAB7
RP4-593C16.2,CLEC20A
RP4-622L5,TMEM234
RP4-622L5.5,CCDC28B
RP4-639F20.1,CNN3-DT
RP4-663N10.1,NGF-AS1
RP4-678I3,LPAR3
RP4-680N4,UBE2D3P1
RP4-694A7.2,DEPDC1-AS2
RP4-758N20.2,FYB2
RP4-776P7.2,SPAG17
RP4-788P17.1,LINC02238
RP4-811H24.7,BSDC1
RP40,PDE6B
RP41,PROM1
RP42,DCUN1D1
RP42,KLHL7
RP43,PDE6A
RP44,RGR
RP45,CNGB1
RP46,IDH3B
RP47,SAG
RP48,GUCA1B
RP49,CNGA1
RP5,SREBF2-AS1
RP5-1024C24.1,MPPED2-AS1
RP5-1054A22.3,KIAA1755
RP5-1056L3.2,MICOS10
RP5-1070B1.1,FRMPD3
RP5-1077B9.1,KIAA2013
RP5-1092A11.2,TP73-AS2
RP5-1100H13.2,ADIG
RP5-1103G7.6,DEFB132
RP5-1148A21.3,CCDC86-AS1
RP5-1156J9.1,DENND2C
RP5-1180E21.1,DRAM2
RP5-1180E21.2,DENND2D
RP5-1198E17.5,RC3H1
RP5-821D11.7,ZNF778-DT
RP5-833A20.1,NFIA-AS1
RP5-845O24.6,PRAMEF4
RP5-860F19.3,EBF4
RP5-869M20.2,MAGEA8-AS1
RP5-881L22.5,R3HDML-AS1
RP5-998N21.9,FAM72C
RP50,BEST1
RP51,TTC8
RP53,RDH12
RP54,PCARE
RP55,ARL6
RP56,IMPG2
RP57,PDE6G
RP58,ZBTB18
RP58,ZNF513
RP59,DHDDS
RP60,PRPF6
RP61,CLRN1
RP62,MAK
RP64,CFAP418
RP65,CDHR1
RP66,ARL2BP
RP66,RBP3
RP67,NEK2
RP69,KIZ
RP7,PRPH2
RP7,ROM1
RP70,PRPF4
RP71,IFT172
RP72,ZNF408
RP73,HGSNAT
RP74,BBS2
RP75,AGBL5
RP76,POMGNT1
RP77,REEP6
RP78,ARHGEF18
RP79,HK1
RP8,MT-TS2
RP8,PDCD2
RP80,IFT140
RP81,IFT43
RP82,ARL2BP
RP83,ARL3
RP84,DHX38
RP85,AHR
RP86,KIAA1549
RP88,RP1L1
RP89,KIF3B
RP90,IDH3A
RP91,IMPG1
RP92,HKDC1
RP93,CC2D2A
RP94,SPATA7
RP95,RAX2
RP96,SAG
RP97,VWA8
RP98,TMEM216
RP99,IDH3G
RPA-32,STN1
RPA1,POLR1A
RPA12,POLR1H
RPA135,POLR1B
RPA16,POLR1D
RPA190,POLR1A
RPA194,POLR1A
RPA2,POLR1B
RPA2P,RPA2P1
RPA3-AS1,UMAD1
RPA32,RPA2
RPA34,POLR1G
RPA39,POLR1C
RPA3OS,UMAD1
RPA40,POLR1C
RPA43,POLR1F
RPA49,POLR1E
RPA5,POLR1C
RPA70,RPA1
RPA9,POLR1D
RPABC1,POLR2E
RPABC14.4,POLR2F
RPABC2,POLR2F
RPABC3,POLR2H
RPABC4,POLR2K
RPABC5,POLR2L
RPAC1,POLR1C
RPAC2,POLR1D
RPAP4,GPN1
RPARP-AS1,C10orf95-AS1
RPB1,POLR2A
RPB10,POLR2L
RPB10alpha,POLR2K
RPB10beta,POLR2L
RPB11,POLR2J
RPB11-phi,POLR2J4
RPB11A,POLR2J
RPB11b1,POLR2J2
RPB11b2,POLR2J3
RPB11m,POLR2J
RPB12,POLR2K
RPB14.4,POLR2F
RPB16,POLR2D
RPB17,POLR2H
RPB19,POLR2G
RPB2,POLR2B
RPB3,POLR2C
RPB31,POLR2C
RPB4,POLR2D
RPB5,POLR2E
RPB6,POLR2F
RPB7,POLR2G
RPB7.0,POLR2K
RPB7.6,POLR2L
RPB8,POLR2H
RPB9,POLR2I
RPBh1,POLR2A
RPC,RTCA
RPC1,POLR3A
RPC10,POLR3K
RPC11,POLR3K
RPC12.5,POLR3K
RPC15,POLR2F
RPC155,POLR3A
RPC16,POLR1D
RPC2,POLR3B
RPC22.9,POLR3H
RPC3,POLR3C
RPC32,POLR3G
RPC32HOM,POLR3GL
RPC39,POLR3F
RPC4,POLR3D
RPC40,POLR1C
RPC5,POLR3E
RPC53,POLR3D
RPC6,POLR3F
RPC62,POLR3C
RPC7,POLR3G
RPC8,POLR3H
RPC9,CRCP
RPCL1,RCL1
RPD3,HDAC1
RPD3,HDAC2
RPD3,HDAC3
RPD3,HDAC8
RPD3-2,HDAC3
RPD3L1,HDAC1
RPE2-1,RPE
RPEL,PHACTR1
RPEL1,PHACTR1
RPEM,TRNT1
RPESP,SBSPON
RPF-1,POU6F2
RPF1,NEDD4
RPF2P,RPF2P1
RPGRIP,RPGRIP1
RPGRIP1d,RPGRIP1
RPH11,WDR44
RPI,RPIA
RPIAD,RPIA
RPIB9,RUNDC3B
RpIILS,POLR2A
RPIP-8,RUNDC3A
RPIP8,RUNDC3A
RPIP9,RUNDC3B
RPK,PKLR
RPK118,RPS6KC1
RPL10,RPL15
RPL10_1_257,RPL10P5
RPL10_1_637,RPL10P9
RPL10_2_395,RPL10P7
RPL10_2_670,RPL10P2
RPL10_3_705,RPL10P10
RPL10_4_817,RPL10P11
RPL10_5_1358,RPL10L
RPL10_6_1628,RPL10P16
RPL10_7_1723,RPL10P1
RPL10A_1_376,RPL10AP6
RPL10A_1_67,RPL10AP4
RPL10A_2_189,RPL10AP5
RPL10A_2_460,RPL10AP7
RPL10A_3_573,RPL10AP8
RPL10A_3_593,RPL10AP9
RPL10A_4_618,RPL10AP10
RPL10A_4_880,RPL10AP11
RPL10A_5_891,RPL10AP3
RPL10A_5_900,RPL10AP2
RPL10A_6_1413,RPL10AP1
RPL10A_7_1502,RPL10AP12
RPL10A_8_1594,RPL10AP13
RPL10P,RPL10P1
RPL10p,RPL10P2
RPL11_1_236,RPL11P1
RPL11_1_612,RPL11P2
RPL11_2_1077,RPL11P3
RPL11_2_1080,RPL11P4
RPL11_3_1291,RPL11P5
RPL12-L,RPL12P1
RPL12_10_1052,RPL12P8
RPL12_10_1101,RPL12P26
RPL12_11_1132,RPL12P30
RPL12_11_1136,RPL12P31
RPL12_12_1226,RPL12P32
RPL12_12_1352,RPL12P6
RPL12_13_1292,RPL12P33
RPL12_13_1452,RPL12P35
RPL12_14_1319,RPL12P34
RPL12_14_1564,RPL12P38
RPL12_15_1346,RPL12P5
RPL12_15_1630,RPL12P42
RPL12_16_1383,RPL12P7
RPL12_16_1689,RPL12P12
RPL12_17_1486,RPL12P36
RPL12_17_1694,RPL12P3
RPL12_18_1579,RPL12P37
RPL12_18_1725,RPL12P9
RPL12_19_1596,RPL12P40
RPL12_1_13,RPL12P14
RPL12_1_272,RPL12P15
RPL12_20_1611,RPL12P39
RPL12_21_1660,RPL12P41
RPL12_22_1703,RPL12P11
RPL12_23_1714,RPL12P4
RPL12_24_1805,RPL12P43
RPL12_2_212,RPL12P19
RPL12_2_319,RPL12P17
RPL12_3_246,RPL12P18
RPL12_3_619,RPL12P21
RPL12_4_315,RPL12P16
RPL12_4_640,RPL12P22
RPL12_5_471,RPL12P20
RPL12_5_682,RPL12P1
RPL12_6_688,RPL12P2
RPL12_6_940,RPL12P24
RPL12_7_1019,RPL12P28
RPL12_7_777,RPL12P23
RPL12_8_1073,RPL12P29
RPL12_8_793,RPL12P10
RPL12_9_1087,RPL12P27
RPL12_9_954,RPL12P25
RPL12L2,RPL12P11
RPL12L3,RPL12P12
RPL13,MRPL13
RPL13-2,RPL13P5
RPL13_1_131,RPL13P7
RPL13_1_589,RPL13P9
RPL13_2_391,RPL13P8
RPL13_2_647,RPL13P10
RPL13_3_673,RPL13P
RPL13_3_914,RPL13P11
RPL13_4_1199,RPL13P5
RPL13_4_1521,RPL13P12
RPL13_5_1409,RPL13P6
RPL13_5_1672,RPL13P13
RPL13_6_1454,RPL13P4
RPL13_6_1708,RPL13P14
RPL13_7_1707,RPL13P2
RPL13A_10_1231,RPL13AP21
RPL13A_10_1240,RPL13AP23
RPL13A_11_1314,RPL13AP25
RPL13A_11_1370,RPL13AP3
RPL13A_12_1359,RPL13AP2
RPL13A_12_1722,RPL13AP7
RPL13A_13_1745,RPL13AP26
RPL13A_1_152,RPL13AP11
RPL13A_1_58,RPL13AP9
RPL13A_2_157,RPL13AP8
RPL13A_2_89,RPL13AP10
RPL13A_3_312,RPL13AP12
RPL13A_3_590,RPL13AP14
RPL13A_4_562,RPL13AP13
RPL13A_4_746,RPL13AP15
RPL13A_5_675,RPL13AP
RPL13A_5_919,RPL13AP18
RPL13A_6_1040,RPL13AP19
RPL13A_6_816,RPL13AP17
RPL13A_7_1096,RPL13AP6
RPL13A_7_832,RPL13AP16
RPL13A_8_1086,RPL13AP5
RPL13A_8_1193,RPL13AP24
RPL13A_9_1211,RPL13AP20
RPL13A_9_1223,RPL13AP22
RPL13AP4,RPL13P6
RPL13L,RPL13P5
RPL13P3,RPL13P2
RPL14_1_1246,RPL14P1
RPL14_1_377,RPL14P2
RPL14_2_1267,RPL14P4
RPL14_2_522,RPL14P3
RPL14L,RPL14P1
RPL15_10_1204,RPL15P17
RPL15_10_1742,RPL15P22
RPL15_1_277,RPL15P5
RPL15_1_425,RPL15P6
RPL15_2_475,RPL15P7
RPL15_2_518,RPL15P8
RPL15_3_658,RPL15P3
RPL15_3_755,RPL15P9
RPL15_4_1179,RPL15P15
RPL15_4_680,RPL15P4
RPL15_5_1331,RPL15P18
RPL15_5_851,RPL15P11
RPL15_6_1404,RPL15P2
RPL15_6_949,RPL15P12
RPL15_7_1062,RPL15P14
RPL15_7_1476,RPL15P20
RPL15_8_1099,RPL15P13
RPL15_8_1514,RPL15P21
RPL15_9_1154,RPL15P16
RPL15_9_1687,RPL15P1
RPL15P10,RPL15P9
RPL17,RPL17-C18orf32
rpL17,RPL23
RPL17_10_1081,RPL17P34
RPL17_10_481,RPL17P20
RPL17_11_1102,RPL17P36
RPL17_11_483,RPL17P19
RPL17_12_1285,RPL17P37
RPL17_12_561,RPL17P21
RPL17_13_1376,RPL17P2
RPL17_13_564,RPL17P22
RPL17_14_1450,RPL17P39
RPL17_14_707,RPL17P26
RPL17_15_1477,RPL17P40
RPL17_15_751,RPL17P23
RPL17_16_1598,RPL17P45
RPL17_16_771,RPL17P24
RPL17_17_1624,RPL17P47
RPL17_17_857,RPL17P27
RPL17_18_1690,RPL17P1
RPL17_18_874,RPL17P29
RPL17_19_1717,RPL17P48
RPL17_19_888,RPL17P33
RPL17_1_25,RPL17P9
RPL17_1_64,RPL17P6
RPL17_20_1764,RPL17P49
RPL17_20_898,RPL17P30
RPL17_21_910,RPL17P31
RPL17_22_1275,RPL17P38
RPL17_23_1411,RPL17P4
RPL17_24_1526,RPL17P43
RPL17_25_1540,RPL17P42
RPL17_26_1572,RPL17P41
RPL17_27_1601,RPL17P46
RPL17_28_1610,RPL17P44
RPL17_2_309,RPL17P10
RPL17_2_69,RPL17P5
RPL17_3_336,RPL17P11
RPL17_3_82,RPL17P7
RPL17_4_153,RPL17P8
RPL17_4_369,RPL17P16
RPL17_5_269,RPL17P15
RPL17_5_454,RPL17P18
RPL17_6_281,RPL17P12
RPL17_6_718,RPL17P25
RPL17_7_285,RPL17P13
RPL17_7_858,RPL17P28
RPL17_8_331,RPL17P14
RPL17_8_939,RPL17P32
RPL17_9_1049,RPL17P35
RPL17_9_379,RPL17P17
RPL17L,MRPL17
RPL17L,RPL17P7
RPL17P,RPL7P1
RPL18_1_137,RPL18P2
RPL18_1_838,RPL18P4
RPL18_2_608,RPL18P3
RPL18_2_942,RPL18P6
RPL18_3_1196,RPL18P9
RPL18_3_852,RPL18P5
RPL18_4_1455,RPL18P11
RPL18_4_944,RPL18P7
RPL18_5_1138,RPL18P8
RPL18_5_1500,RPL18P13
RPL18_6_1311,RPL18P10
RPL18_7_1361,RPL18P1
RPL18_8_1468,RPL18P12
RPL18A_10_1821,RPL18AP16
RPL18A_1_215,RPL18AP6
RPL18A_1_27,RPL18AP5
RPL18A_2_30,RPL18AP4
RPL18A_2_364,RPL18AP7
RPL18A_3_1401,RPL18AP1
RPL18A_3_387,RPL18AP8
RPL18A_4_1802,RPL18AP15
RPL18A_4_806,RPL18AP10
RPL18A_5_961,RPL18AP11
RPL18A_6_1273,RPL18AP3
RPL18A_7_1543,RPL18AP12
RPL18A_8_1622,RPL18AP13
RPL18A_9_1800,RPL18AP14
RPL19_10_1014,RPL19P15
RPL19_11_1678,RPL19P1
RPL19_12_1775,RPL19P20
RPL19_13_1819,RPL19P21
RPL19_1_276,RPL19P4
RPL19_1_59,RPL19P3
RPL19_2_325,RPL19P5
RPL19_2_411,RPL19P6
RPL19_3_373,RPL19P2
RPL19_3_638,RPL19P10
RPL19_4_388,RPL19P7
RPL19_4_829,RPL19P12
RPL19_5_1105,RPL19P16
RPL19_5_537,RPL19P8
RPL19_6_1208,RPL19P17
RPL19_6_547,RPL19P11
RPL19_7_1512,RPL19P18
RPL19_7_643,RPL19P9
RPL19_8_1674,RPL19P19
RPL19_8_875,RPL19P13
RPL19_9_931,RPL19P14
RPL21_10_219,RPL21P30
RPL21_10_356,RPL21P40
RPL21_11_229,RPL21P37
RPL21_11_380,RPL21P41
RPL21_12_296,RPL21P31
RPL21_12_416,RPL21P71
RPL21_13_305,RPL21P32
RPL21_13_421,RPL21P42
RPL21_14_415,RPL21P39
RPL21_14_463,RPL21P46
RPL21_15_434,RPL21P43
RPL21_15_469,RPL21P45
RPL21_16_474,RPL21P52
RPL21_16_486,RPL21P47
RPL21_17_477,RPL21P44
RPL21_17_503,RPL21P48
RPL21_18_504,RPL21P49
RPL21_18_516,RPL21P50
RPL21_19_517,RPL21P53
RPL21_19_553,RPL21P54
RPL21_1_11,RPL21P21
RPL21_1_19,RPL21P29
RPL21_20_533,RPL21P51
RPL21_20_571,RPL21P55
RPL21_21_549,RPL21P56
RPL21_21_631,RPL21P57
RPL21_22_606,RPL21P58
RPL21_22_635,RPL21P59
RPL21_23_641,RPL21P60
RPL21_23_656,RPL21P62
RPL21_24_657,RPL21P63
RPL21_24_663,RPL21P61
RPL21_25_668,RPL21P68
RPL21_25_752,RPL21P64
RPL21_26_729,RPL21P65
RPL21_26_756,RPL21P66
RPL21_27_754,RPL21P67
RPL21_27_774,RPL21P69
RPL21_28_779,RPL21P72
RPL21_28_856,RPL21P73
RPL21_29_789,RPL21P75
RPL21_29_883,RPL21P77
RPL21_2_29,RPL21P22
RPL21_2_54,RPL21P23
RPL21_30_821,RPL21P74
RPL21_30_950,RPL21P78
RPL21_31_868,RPL21P76
RPL21_31_978,RPL21P83
RPL21_32_892,RPL21P80
RPL21_32_987,RPL21P84
RPL21_33_903,RPL21P79
RPL21_33_996,RPL21P85
RPL21_34_997,RPL21P82
RPL21_34_998,RPL21P86
RPL21_35_1007,RPL21P87
RPL21_35_1017,RPL21P81
RPL21_36_1027,RPL21P93
RPL21_36_1036,RPL21P88
RPL21_37_1041,RPL21P89
RPL21_37_1084,RPL21P90
RPL21_38_1051,RPL21P92
RPL21_38_1104,RPL21P16
RPL21_39_1094,RPL21P91
RPL21_39_1117,RPL21P94
RPL21_3_112,RPL21P27
RPL21_3_36,RPL21P20
RPL21_40_1120,RPL21P97
RPL21_40_1159,RPL21P95
RPL21_41_1169,RPL21P96
RPL21_41_1222,RPL21P99
RPL21_42_1206,RPL21P100
RPL21_42_1230,RPL21P101
RPL21_43_1219,RPL21P102
RPL21_43_1282,RPL21P105
RPL21_44_1241,RPL21P103
RPL21_44_1324,RPL21P108
RPL21_45_1243,RPL21P104
RPL21_45_1329,RPL21P112
RPL21_46_1252,RPL21P18
RPL21_46_1336,RPL21P107
RPL21_47_1259,RPL21P98
RPL21_47_1368,RPL21P6
RPL21_48_1266,RPL21P106
RPL21_48_1381,RPL21P8
RPL21_49_1320,RPL21P109
RPL21_49_1395,RPL21P10
RPL21_4_205,RPL21P70
RPL21_4_45,RPL21P24
RPL21_50_1323,RPL21P110
RPL21_50_1399,RPL21P11
RPL21_51_1327,RPL21P111
RPL21_51_1437,RPL21P113
RPL21_52_1410,RPL21P13
RPL21_52_1438,RPL21P114
RPL21_53_1436,RPL21P14
RPL21_53_1439,RPL21P117
RPL21_54_1444,RPL21P15
RPL21_54_1451,RPL21P115
RPL21_55_1456,RPL21P116
RPL21_55_1506,RPL21P125
RPL21_56_1471,RPL21P119
RPL21_56_1523,RPL21P121
RPL21_57_1497,RPL21P118
RPL21_57_1527,RPL21P120
RPL21_58_1515,RPL21P122
RPL21_58_1548,RPL21P4
RPL21_59_1535,RPL21P123
RPL21_59_1605,RPL21P126
RPL21_5_222,RPL21P33
RPL21_5_46,RPL21P25
RPL21_60_1556,RPL21P124
RPL21_60_1619,RPL21P129
RPL21_61_1581,RPL21P127
RPL21_61_1788,RPL21P134
RPL21_62_1585,RPL21P128
RPL21_62_1798,RPL21P132
RPL21_63_1633,RPL21P130
RPL21_63_1815,RPL21P133
RPL21_64_1647,RPL21P131
RPL21_65_1679,RPL21P2
RPL21_6_274,RPL21P34
RPL21_6_74,RPL21P26
RPL21_7_151,RPL21P19
RPL21_7_292,RPL21P38
RPL21_8_160,RPL21P28
RPL21_8_333,RPL21P35
RPL21_9_206,RPL21P36
RPL21_9_342,RPL21P17
RPL21P,RPL21P1
RPL22_10_1337,RPL22P20
RPL22_10_1790,RPL22P22
RPL22_11_1520,RPL22P21
RPL22_1_15,RPL22P3
RPL22_1_94,RPL22P6
RPL22_2_154,RPL22P4
RPL22_2_96,RPL22P5
RPL22_3_253,RPL22P10
RPL22_3_260,RPL22P11
RPL22_4_256,RPL22P8
RPL22_4_275,RPL22P7
RPL22_5_261,RPL22P11
RPL22_5_435,RPL22P1
RPL22_6_262,RPL22P12
RPL22_6_780,RPL22P16
RPL22_7_1091,RPL22P17
RPL22_7_478,RPL22P13
RPL22_8_1294,RPL22P19
RPL22_8_723,RPL22P14
RPL22_9_1070,RPL22P18
RPL22_9_1393,RPL22P2
RPL22P15,RPL22P11
RPL22P9,RPL22P11
RPL23,MRPL23
RPL23,RPL17
RPL23_1_65,RPL23P3
RPL23_1_689,RPL23P6
RPL23_2_327,RPL23P4
RPL23_2_893,RPL23P10
RPL23_3_328,RPL23P5
RPL23_3_937,RPL23P9
RPL23_4_1724,RPL23P2
RPL23_4_790,RPL23P8
RPL23_5_797,RPL23P7
RPL23_6_1032,RPL23P11
RPL23A_10_252,RPL23AP27
RPL23A_10_329,RPL23AP28
RPL23A_11_287,RPL23AP29
RPL23A_11_340,RPL23AP38
RPL23A_12_308,RPL23AP30
RPL23A_12_383,RPL23AP49
RPL23A_13_326,RPL23AP31
RPL23A_13_431,RPL23AP42
RPL23A_14_334,RPL23AP26
RPL23A_14_607,RPL23AP44
